N cont;N mid;L;Species;status
80_E_1;1;37;MT;dead
80_E_1;2;24;MT;dead
80_E_1;3;25;MT;dead
80_E_1;4;25;MT;dead
80_E_1;5;25;MT;dead
80_E_1;6;25;MT;dead
80_E_1;7;20;MT;dead
80_E_1;8;22;MT;dead
80_E_1;9;NA;MT;dead
80_E_1;10;NA;MT;dead
80_E_1;11;34;ME;alive
80_E_1;12;22;MT;alive
80_E_1;13;21;ME;alive
80_E_1;14;36;MT;alive
80_E_1;15;33;MT;alive
80_E_1;16;22;MT;alive
80_E_1;17;22;MT;alive
80_E_1;18;29;MT;alive
80_E_1;19;20;MT;alive
80_E_1;20;31;MT;alive
80_E_1;21;24;ME;alive
80_E_1;22;33;MT;alive
80_E_1;23;23;MT;alive
80_E_1;24;35;MT;alive
80_E_1;25;28;MT;alive
80_E_1;26;29;ME;alive
80_E_1;27;23;MT;alive
80_E_1;28;31;MT;alive
80_E_1;29;22;MT;alive
80_E_1;30;31;MT;alive
80_E_1;31;30;MT;alive
80_E_1;32;29;ME;alive
80_E_1;33;34;MT;alive
80_E_1;34;30;MT;alive
80_E_1;35;24;ME;alive
80_E_1;36;27;MT;alive
80_E_1;37;22;MT;alive
80_E_1;38;23;MT;alive
80_E_1;39;27;MT;alive
80_E_1;40;24;MT;alive
80_E_1;41;34;ME;alive
80_E_1;42;32;MT;alive
80_E_1;43;37;ME;alive
80_E_1;44;25;ME;alive
80_E_1;45;21;MT;alive
80_E_1;46;22;MT;alive
80_E_1;47;27;MT;alive
80_E_1;48;34;MT;alive
80_E_1;49;27;MT;alive
80_E_1;50;22;MT;alive
80_E_1;51;24;MT;alive
80_E_1;52;28;ME;alive
80_E_1;53;26;MT;alive
80_E_1;54;24;MT;alive
80_E_1;55;29;ME;alive
80_E_1;56;25;MT;alive
80_E_1;57;26;MT;alive
F_E_1;58;23;MT;dead
F_E_1;59;20;MT;dead
F_E_1;60;21;MT;dead
F_E_1;61;NA;MT;dead
F_E_1;62;28;MT;alive
F_E_1;63;21;MT;alive
F_E_1;64;24;MT;alive
F_E_1;65;27;ME;alive
F_E_1;66;23;MT;alive
F_E_1;67;26;MT;alive
F_E_1;68;21;MT;alive
F_E_1;69;32;MT;alive
F_E_1;70;28;MT;alive
F_E_1;71;20;MT;alive
F_E_1;72;25;MT;alive
F_E_1;73;33;ME;alive
F_E_1;74;27;MT;alive
F_E_1;75;32;MT;alive
F_E_1;76;25;MT;alive
F_E_1;77;21;MT;alive
F_E_1;78;27;ME;alive
F_E_1;79;28;ME;alive
F_E_1;80;28;ME;alive
F_E_1;81;22;MT;alive
F_E_1;82;26;MT;alive
F_E_1;83;27;MT;alive
F_E_1;84;24;MT;alive
F_E_1;85;28;ME;alive
F_E_1;86;23;MT;alive
F_E_1;87;28;ME;alive
F_E_1;88;44;MT;alive
F_E_1;89;27;ME;alive
F_E_1;90;24;ME;alive
F_E_1;91;25;MT;alive
F_E_1;92;22;ME;alive
F_E_1;93;23;MT;alive
F_E_1;94;23;MT;alive
F_E_1;95;25;MT;alive
F_E_1;96;24;MT;alive
F_E_1;97;22;MT;alive
F_E_1;98;28;MT;alive
F_E_1;99;25;MT;alive
F_E_1;100;31;ME;alive
F_E_1;101;21;MT;alive
F_E_1;102;37;MT;alive
F_E_1;103;20;MT;alive
F_E_1;104;31;MT;alive
F_E_1;105;31;ME;alive
F_E_1;106;20;MT;alive
F_E_1;107;31;MT;alive
F_E_1;108;23;MT;alive
F_E_1;109;21;MT;alive
F_E_1;110;21;MT;alive
F_E_1;111;21;MT;alive
F_E_1;112;26;MT;alive
F_E_1;113;27;MT;alive
F_E_1;114;56;MT;alive
F_E_1;115;22;MT;alive
F_E_1;116;22;MT;alive
F_E_1;117;22;MT;alive
FH2;204;29;ME;dead
FH2;205;34;ME;dead
FH2;206;40;ME;dead
FH2;207;27;ME;dead
FH2;208;23;ME;dead
FH2;209;22;ME;dead
FH2;210;29;ME;dead
FH2;211;NA;ME;dead
FH2;212;33;MT;dead
FH2;213;22;MT;dead
FH2;214;24;MT;dead
FH2;215;26;MT;dead
FH2;216;30;MT;dead
FH2;217;21;MT;dead
FH2;218;24;MT;dead
FH2;219;37;MT;dead
FH2;220;30;MT;dead
FH2;221;32;ME;alive
FH2;222;28;ME;alive
FH2;223;31;ME;alive
FH2;224;23;ME;alive
FH2;225;30;ME;alive
FH2;226;29;ME;alive
FH2;227;27;ME;alive
FH2;228;24;ME;alive
FH2;229;27;ME;alive
FH2;230;25;MT;alive
FH2;231;24;ME;alive
FH2;232;27;ME;alive
FH2;233;30;MT;alive
FH2;234;31;ME;alive
FH2;235;25;ME;alive
FH2;236;22;ME;alive
FH2;237;32;ME;alive
FH2;238;26;ME;alive
FH2;239;24;ME;alive
FH2;240;33;ME;alive
FH2;241;33;ME;alive
FH2;242;31;ME;alive
FH2;243;27;ME;alive
FH2;244;24;ME;alive
FH2;245;32;ME;alive
FH2;246;25;ME;alive
FH2;247;24;ME;alive
FH2;248;29;ME;alive
FH2;249;21;MT;alive
FH2;250;26;ME;alive
FH2;251;26;ME;alive
FH2;252;30;ME;alive
FH2;253;19;MT;alive
FH2;254;31;ME;alive
FH2;255;24;ME;alive
FH2;256;23;ME;alive
FH2;257;23;ME;alive
FH2;258;24;ME;alive
FH2;259;26;MT;alive
FH2;260;26;ME;alive
FH2;261;28;ME;alive
FH2;262;24;ME;alive
FH2;263;22;MT;alive
FH2;264;27;ME;alive
FH2;265;26;ME;alive
FH2;266;27;ME;alive
FH2;267;29;ME;alive
FH2;268;25;ME;alive
FH2;269;26;ME;alive
FH2;270;26;ME;alive
FH2;271;29;ME;alive
FH2;272;24;ME;alive
FH2;273;33;ME;alive
FH2;274;30;ME;alive
FH2;275;29;ME;alive
FH2;276;25;ME;alive
FH2;277;39;ME;alive
FH2;278;31;ME;alive
FH2;279;24;ME;alive
FH2;280;22;ME;alive
FH2;281;30;ME;alive
FH2;282;30;ME;alive
FH2;283;34;ME;alive
FH2;284;27;MT;alive
FH2;285;25;ME;alive
FH2;286;27;ME;alive
FH2;287;28;ME;alive
FH2;288;35;ME;alive
FH2;289;23;ME;alive
FH2;290;31;ME;alive
FH2;291;22;ME;alive
FH2;292;29;MT;alive
FH2;293;22;ME;alive
FH2;294;23;MT;alive
FH2;295;29;ME;alive
FH2;296;22;ME;alive
FH2;297;29;MT;alive
FH2;298;27;ME;alive
FH2;299;27;ME;alive
FH2;300;26;ME;alive
FH2;301;21;ME;alive
FH2;302;30;ME;alive
FH2;303;29;ME;alive
FH2;304;27;ME;alive
FH2;305;29;ME;alive
FH2;306;25;ME;alive
FH2;307;24;MT;alive
FH2;308;30;ME;alive
FH2;309;21;MT;alive
FH2;310;22;MT;alive
FH2;311;31;ME;alive
FH2;312;23;ME;alive
FH2;313;28;ME;alive
FH2;314;26;ME;alive
FH2;315;29;ME;alive
FH2;316;24;ME;alive
FH2;317;25;ME;alive
FH2;318;27;ME;alive
FH2;319;24;MT;alive
FH2;320;20;MT;alive
FH2;321;26;ME;alive
FH2;322;25;ME;alive
FH2;323;29;ME;alive
FH2;324;24;ME;alive
FH2;325;20;ME;alive
40_E_3;326;30;ME;dead
40_E_3;327;25;ME;dead
40_E_3;328;22;ME;dead
40_E_3;329;33;ME;dead
40_E_3;330;29;ME;dead
40_E_3;331;27;ME;dead
40_E_3;332;NA;ME;dead
40_E_3;333;NA;ME;dead
40_E_3;334;NA;ME;dead
40_E_3;335;27;MT;dead
40_E_3;336;23;MT;dead
40_E_3;337;37;MT;dead
40_E_3;338;33;ME;alive
40_E_3;339;24;ME;alive
40_E_3;340;29;ME;alive
40_E_3;341;26;ME;alive
40_E_3;342;26;ME;alive
40_E_3;343;29;ME;alive
40_E_3;344;25;MT;alive
40_E_3;345;31;ME;alive
40_E_3;346;22;ME;alive
40_E_3;347;30;ME;alive
40_E_3;348;35;ME;alive
40_E_3;349;28;ME;alive
40_E_3;350;32;ME;alive
40_E_3;351;31;ME;alive
40_E_3;352;29;MT;alive
40_E_3;353;30;ME;alive
40_E_3;354;27;ME;alive
40_E_3;355;27;ME;alive
40_E_3;356;30;MT;alive
40_E_3;357;32;ME;alive
40_E_3;358;32;ME;alive
40_E_3;359;29;MT;alive
40_E_3;360;25;ME;alive
40_E_3;361;26;ME;alive
40_E_3;362;30;ME;alive
40_E_3;363;36;ME;alive
40_E_3;364;26;ME;alive
40_E_3;365;29;ME;alive
40_E_3;366;32;ME;alive
40_E_3;367;31;MT;alive
40_E_3;368;32;ME;alive
40_E_3;369;26;ME;alive
40_E_3;370;28;ME;alive
40_E_3;371;29;ME;alive
40_E_3;372;33;ME;alive
40_E_3;373;28;ME;alive
40_E_3;374;30;ME;alive
40_E_3;375;32;ME;alive
40_E_3;376;24;ME;alive
40_E_3;377;37;MT;alive
40_E_3;378;26;ME;alive
40_E_3;379;26;ME;alive
40_E_3;380;23;MT;alive
40_E_3;381;30;ME;alive
40_E_3;382;30;ME;alive
40_E_3;383;28;ME;alive
40_E_3;384;27;MT;alive
40_E_3;385;25;ME;alive
40_E_3;386;26;MT;alive
40_E_3;387;33;ME;alive
F_E_4;388;21;MT;dead
F_E_4;389;30;MT;dead
F_E_4;390;31;MT;dead
F_E_4;391;29;MT;dead
F_E_4;392;24;MT;dead
F_E_4;393;33;MT;dead
F_E_4;394;23;MT;dead
F_E_4;395;33;MT;dead
F_E_4;396;25;MT;dead
F_E_4;397;24;MT;dead
F_E_4;398;33;MT;dead
F_E_4;399;21;MT;dead
F_E_4;400;35;MT;dead
F_E_4;401;24;MT;dead
F_E_4;402;20;MT;dead
F_E_4;403;25;MT;dead
F_E_4;404;30;MT;dead
F_E_4;405;26;MT;dead
F_E_4;406;27;MT;dead
F_E_4;407;29;MT;dead
F_E_4;408;18;MT;dead
F_E_4;409;29;MT;dead
F_E_4;410;26;MT;dead
F_E_4;411;31;MT;dead
F_E_4;412;NA;MT;dead
F_E_4;413;NA;MT;dead
F_E_4;414;NA;MT;dead
F_E_4;415;NA;MT;dead
F_E_4;416;23;ME;dead
F_E_4;417;25;MT;alive
F_E_4;418;38;MT;alive
F_E_4;419;24;MT;alive
F_E_4;420;22;MT;alive
F_E_4;421;27;ME;alive
F_E_4;422;30;MT;alive
F_E_4;423;32;ME;alive
F_E_4;424;22;MT;alive
F_E_4;425;24;MT;alive
F_E_4;426;25;MT;alive
F_E_4;427;27;ME;alive
F_E_4;428;32;ME;alive
F_E_4;429;32;ME;alive
F_E_4;430;32;ME;alive
F_E_4;431;22;MT;alive
F_E_4;432;25;MT;alive
F_E_4;433;24;MT;alive
F_E_4;434;24;ME;alive
F_E_4;435;29;MT;alive
F_E_4;436;34;ME;alive
F_E_4;437;22;MT;alive
F_E_4;438;25;MT;alive
F_E_4;439;21;MT;alive
F_E_4;440;NA;MT;alive
F_E_4;441;23;ME;alive
F_E_4;442;25;MT;alive
F_E_4;443;29;MT;alive
F_E_4;444;NA;MT;alive
F_E_4;445;30;ME;alive
F_E_4;446;34;ME;alive
F_E_4;447;29;MT;alive
F_E_4;448;29;MT;alive
F_E_4;449;24;MT;alive
F_E_4;450;22;ME;alive
F_E_4;451;22;MT;alive
F_E_4;452;30;ME;alive
F_E_4;453;30;ME;alive
F_E_4;454;27;MT;alive
F_E_4;455;33;ME;alive
F_E_4;456;26;MT;alive
F_E_4;457;26;MT;alive
F_E_4;458;29;MT;alive
F_E_4;459;33;ME;alive
F_E_4;460;23;MT;alive
F_E_4;461;26;MT;alive
F_E_4;462;22;MT;alive
F_E_4;463;33;MT;alive
F_E_4;464;33;ME;alive
F_E_4;465;24;MT;alive
F_E_4;466;24;ME;alive
F_E_4;467;29;MT;alive
F_E_4;468;29;MT;alive
F_E_4;469;25;MT;alive
F_E_4;470;22;MT;alive
F_E_4;471;22;MT;alive
F_E_4;472;31;MT;alive
F_E_4;473;39;MT;alive
F_E_4;474;24;ME;alive
F_E_4;475;29;MT;alive
F_E_4;476;32;MT;alive
F_E_4;477;28;MT;alive
F_E_4;478;26;MT;alive
F_E_4;479;36;ME;alive
F_E_4;480;28;MT;alive
F_E_4;481;29;ME;alive
F_E_4;482;38;ME;alive
F_E_4;483;30;MT;alive
F_E_4;484;27;MT;alive
F_E_4;485;30;MT;alive
F_E_4;486;24;MT;alive
F_E_4;487;21;MT;alive
F_E_4;488;26;MT;alive
F_E_4;489;30;MT;alive
F_E_4;490;35;MT;alive
F_E_4;491;29;MT;alive
F_E_4;492;30;MT;alive
F_E_4;493;27;MT;alive
F_E_4;494;26;MT;alive
F_E_4;495;31;MT;alive
F_E_4;496;28;MT;alive
F_E_4;497;21;MT;alive
F_E_4;498;20;MT;alive
F_E_4;499;29;ME;alive
F_E_4;500;22;MT;alive
F_E_4;501;25;MT;alive
F_E_4;502;22;MT;alive
F_E_4;503;22;MT;alive
F_E_4;504;24;ME;alive
F_E_4;505;21;MT;alive
F_E_4;506;27;MT;alive
F_E_4;507;29;MT;alive
F_E_4;508;29;MT;alive
40H1;509;32;MT;dead
40H1;510;31;ME;dead
40H1;511;28;ME;dead
40H1;512;26;MT;alive
40H1;513;33;ME;alive
40H1;514;32;ME;alive
40H1;515;33;ME;alive
40H1;516;34;ME;alive
40H1;517;29;ME;alive
40H1;518;35;ME;alive
40H1;519;29;ME;alive
40H1;520;35;ME;alive
40H1;521;29;ME;alive
40H1;522;30;MT;alive
40H1;523;31;ME;alive
40H1;524;27;ME;alive
40H1;525;31;ME;alive
40H1;526;27;ME;alive
40H1;527;28;MT;alive
40H1;528;41;ME;alive
40H1;529;30;ME;alive
40H1;530;33;ME;alive
80_E_3;531;38;ME;dead
80_E_3;532;NA;ME;dead
80_E_3;533;NA;MT;dead
80_E_3;534;34;MT;alive
80_E_3;535;29;ME;alive
80_E_3;536;33;ME;alive
80_E_3;537;34;ME;alive
80_E_3;538;31;ME;alive
80_E_3;539;35;ME;alive
80_E_3;540;29;ME;alive
80_E_3;541;25;MT;alive
80_E_3;542;32;ME;alive
80_E_3;543;35;ME;alive
80_E_3;544;30;ME;alive
80_E_3;545;28;ME;alive
80_E_3;546;32;ME;alive
80_E_3;547;29;ME;alive
80_E_3;548;24;ME;alive
80_E_3;549;24;MT;alive
80_E_3;550;34;ME;alive
K1;551;30;MT;dead
K1;552;29;MT;dead
K1;553;29;MT;dead
K1;554;32;MT;dead
K1;555;26;MT;dead
K1;556;24;MT;dead
K1;557;24;MT;dead
K1;558;26;MT;dead
K1;559;28;MT;dead
K1;560;22;MT;dead
K1;561;29;MT;dead
K1;562;NA;MT;dead
K1;563;29;MT;dead
K1;564;33;MT;dead
K1;565;23;MT;dead
K1;566;21;MT;dead
K1;567;26;MT;dead
K1;568;26;MT;dead
K1;569;21;MT;dead
K1;570;NA;MT;dead
K1;571;NA;MT;dead
K1;572;NA;MT;dead
K1;573;NA;MT;dead
K1;574;NA;MT;dead
K1;575;NA;MT;dead
K1;576;33;MT;alive
K1;577;32;MT;alive
K1;578;25;ME;alive
K1;579;19;MT;alive
K1;580;33;ME;alive
K1;581;24;ME;alive
K1;582;23;MT;alive
K1;583;23;MT;alive
K1;584;23;MT;alive
K1;585;23;MT;alive
K1;586;29;ME;alive
K1;587;23;MT;alive
K1;588;27;ME;alive
K1;589;24;MT;alive
K1;590;21;MT;alive
K1;591;28;MT;alive
K1;592;31;MT;alive
K1;593;23;MT;alive
K1;594;21;MT;alive
K1;595;24;MT;alive
K1;596;25;MT;alive
K1;597;27;ME;alive
K1;598;20;MT;alive
K1;599;23;MT;alive
K1;600;20;MT;alive
K1;601;20;MT;alive
K1;602;30;MT;alive
K1;603;21;MT;alive
K1;604;32;MT;alive
K1;605;35;ME;alive
K1;606;23;MT;alive
K1;607;27;MT;alive
K1;608;28;ME;alive
K1;609;24;MT;alive
K1;610;35;MT;alive
K1;611;36;ME;alive
K1;612;29;MT;alive
K1;613;29;MT;alive
K1;614;29;ME;alive
K1;615;21;MT;alive
K1;616;28;MT;alive
K1;617;26;ME;alive
K1;618;28;ME;alive
K1;619;24;MT;alive
K1;620;26;ME;alive
K1;621;23;ME;alive
K1;622;29;ME;alive
K1;623;30;ME;alive
K1;624;32;MT;alive
K1;625;23;MT;alive
K1;626;21;MT;alive
K1;627;26;MT;alive
K1;628;31;ME;alive
K1;629;20;MT;alive
K1;630;22;MT;alive
K1;631;29;MT;alive
K1;632;23;MT;alive
K1;633;22;MT;alive
K1;634;25;MT;alive
K1;635;26;MT;alive
K1;636;29;MT;alive
K1;637;19;MT;alive
K1;638;27;ME;alive
K1;639;28;ME;alive
K1;640;27;ME;alive
K1;641;27;MT;alive
K1;642;22;MT;alive
K1;643;28;MT;alive
K1;644;26;MT;alive
K1;645;28;MT;alive
K1;646;22;MT;alive
K1;647;25;ME;alive
K1;648;34;ME;alive
K1;649;33;ME;alive
K1;650;23;MT;alive
K1;651;21;MT;alive
K1;652;25;MT;alive
K1;653;21;MT;alive
K1;654;26;MT;alive
K1;655;22;MT;alive
K1;656;29;MT;alive
K1;657;23;MT;alive
K1;658;24;ME;alive
K1;659;20;MT;alive
K1;660;28;MT;alive
K1;661;21;MT;alive
K1;662;19;MT;alive
K1;663;27;MT;alive
K1;664;23;MT;alive
K1;665;23;MT;alive
K1;666;27;MT;alive
K1;667;20;MT;alive
K1;668;26;MT;alive
K1;669;21;MT;alive
K1;670;23;MT;alive
K1;671;27;MT;alive
K1;672;22;MT;alive
F_E_2;673;31;ME;dead
F_E_2;674;20;MT;dead
F_E_2;675;23;MT;dead
F_E_2;676;22;MT;dead
F_E_2;677;NA;MT;dead
F_E_2;678;NA;MT;dead
F_E_2;679;26;MT;alive
F_E_2;680;25;ME;alive
F_E_2;681;38;ME;alive
F_E_2;682;26;ME;alive
F_E_2;683;28;ME;alive
F_E_2;684;35;ME;alive
F_E_2;685;31;ME;alive
F_E_2;686;30;ME;alive
F_E_2;687;34;ME;alive
F_E_2;688;23;MT;alive
F_E_2;689;27;MT;alive
F_E_2;690;33;MT;alive
F_E_2;691;27;MT;alive
F_E_2;692;29;ME;alive
F_E_2;693;27;ME;alive
F_E_2;694;25;MT;alive
F_E_2;695;35;ME;alive
F_E_2;696;32;ME;alive
F_E_2;697;28;ME;alive
F_E_2;698;28;MT;alive
F_E_2;699;26;MT;alive
F_E_2;700;27;MT;alive
F_E_2;701;27;MT;alive
F_E_2;702;24;MT;alive
F_E_2;703;28;ME;alive
F_E_2;704;26;ME;alive
F_E_2;705;30;MT;alive
